,L2_RF_0,L2_SVR_1,L2_MLR_2
0,3.1454477030366683,3.0961961217786973,3.2091280141471543
1,3.2942838936700007,3.024133778393781,3.1849619037007457
2,3.6726660962000013,3.7311227052202685,3.6906606879774486
3,3.273852341436667,3.3476049403971246,3.30659869467965
4,3.667840967783335,3.5762253340089596,3.455453260245598
5,3.525105683689999,2.973773024299137,3.171928682606456
6,3.7006544348000006,3.709348334561772,3.532031398384646
7,2.75784916249,2.9336026434558367,2.8554281135867114
8,1.8820778114699994,2.182288200071875,2.07537446351828
9,2.6745114911899988,2.491598176850643,2.690308850599763
10,3.2882251148,2.922248958394623,2.9854554741770727
11,3.946960302099998,3.822278928146077,3.787960645092433
12,2.892600712980001,2.7083389415010393,2.924364289667146
13,3.25106918715,3.248811889281626,3.228615396533968
14,2.97087192109,2.945874109795536,2.927223150503849
15,3.7642389368219984,3.7640855072642783,3.826380885566408
16,3.0804408530800003,3.1392733286171106,3.173724158466527
17,3.338546552269999,3.2732945100717554,2.987696164382008
18,3.6837032526999995,3.606654079524654,3.563044444679562
19,3.7341673710124983,3.645029656143538,3.624974944731491
20,3.64254938182,3.6250225362001913,3.3238030296499588
21,3.650803926929999,3.5581309435690005,3.582993766496557
22,3.399293136940001,3.3236370254408873,3.3778273495892392
23,3.6042213001299985,3.552889803511252,3.6048193388454237
24,3.090342894289998,3.1032652888022243,3.1386189757085177
25,3.02486480147,3.03029389630307,3.1064437781236833
26,2.1986302421,1.7573739302357085,2.288094111934427
27,3.688182769353996,3.7278693214269927,3.7461060905419004
28,2.186651554939998,2.362078941538964,2.420156892555468
29,3.058969040980001,2.936018940072475,2.955166063687365
30,3.306823249940001,3.2510413595952556,3.2439007610455803
31,1.8312180516800014,1.7184500810570555,2.1864309981515717
32,3.1219177898400003,3.0551371708515322,2.983576292136604
33,2.9251907170699996,2.8636418315944736,2.8580898257562737
34,3.2826370350200036,2.673790218971975,3.0652307346485372
35,3.216374787669999,3.191209677657747,3.20632929688891
36,3.5836081367700006,3.543798901985558,3.620838866957911
37,3.2853026664499994,3.25125963751747,3.2708056948307203
38,3.619945508651665,3.5760004181743996,3.6339683259624422
39,3.7537618748,3.6531076121752424,3.7118675171498197
40,3.659812938709999,3.579892826288604,3.6125914505949055
41,3.43101038279,3.415892003673103,3.390923202422421
42,2.731107629574999,2.7917729036622756,2.8173007614591583
43,3.299852771370003,3.321753894090561,3.3796092529021635
44,1.72386737447,1.548248866829699,1.6513074854148542
45,1.4796515424099996,1.5179355572269522,1.2518702710637726
46,3.520320603519999,3.5170747695203493,3.573180878379887
47,3.0786335565750007,3.1266787813406274,3.1468870842522065
48,3.842395486380003,3.7349859006493085,3.697123930618993
49,3.212856523820002,3.227658372733183,3.2678479907116227
50,3.7232124615399993,3.76982733430248,3.7359803988948315
51,2.912652944479999,2.928680316320498,2.872523258287316
52,3.1336139053066665,2.990440756166168,3.0407481169190476
53,3.20358099083,3.242361957376679,3.187810517244465
54,2.5984803579399998,2.856081189255324,2.691981286525177
55,3.0960881172699994,3.005004334017863,2.8770056248847524
56,3.6669974866900024,3.6621722892989492,3.6850646556498248
57,3.1069718743074985,3.077285006865538,3.15720835895376
58,3.37316677742,3.096166035453369,3.125968694185964
59,2.9378763009000015,2.985056669410326,2.8708412320754064
60,3.167876021460001,3.131641876612827,3.077371399413238
61,3.3967300695900002,3.230563515732067,3.2564133692892625
62,3.269751578750002,3.2131172564115085,3.2190331780823414
63,3.696895239360001,3.6484653677334724,3.6931979122853136
64,3.1272444289933348,3.1378687500999636,3.1392040163934496
65,2.2471551651099992,2.212892047111186,2.183824980590124
66,4.300667535819999,4.157369086631148,4.263294484384275
67,2.577629526639999,2.6389598829806404,2.5910153077989335
68,3.240879890779999,3.272378353480244,3.320543305145449
69,3.7929197294999977,3.8290426215508395,3.810460690656882
70,2.964611703470002,2.9053438091775394,2.987942626037686
71,3.637162574139999,3.656326690584567,3.741715810188566
72,2.5464010002400004,2.5829544446199315,2.742537537160217
73,2.752022324709999,2.9176483080598463,2.967132613590394
74,2.909742066650001,2.9123821003138914,2.856626569290597
75,3.338791247969999,3.2418787586389635,3.3143907417389826
76,0.3069309863399999,0.3526257207347119,0.6945582578516039
77,2.826212653979998,2.7354757183177374,2.6273596281916056
78,0.5473761944400001,0.5299521853662765,0.6293478241566461
79,3.31310062804,3.2596389046110925,3.172073176904455
80,2.6264396169800013,2.5325058299419476,2.4733884141335167
81,3.6665414763400013,3.5885023177798154,3.576286662029119
82,1.563813426690001,1.5021841812346846,1.8393042260268402
83,2.9250092781800006,2.898415494172933,2.736595342255484
84,2.9911101051833326,2.9753201667355715,2.9657675793947362
85,2.8652675076699983,2.701731408020266,2.709669744028794
86,2.7930828854499987,3.1011793760334903,2.8755813490390807
87,2.5045736779900003,2.7955591266192426,2.834892604961283
88,3.070388673290001,3.129814224200687,3.0704773026301595
89,3.333239357043333,3.3207958377140474,3.345639269917463
90,3.558951766320001,3.6470618576879237,3.7399945874250022
91,2.5623851069800003,2.55843662138286,2.634156663565399
92,3.808850362480001,3.741169894996529,3.676719906320777
93,3.6125915636000006,3.61971024536445,3.6153340033709043
94,2.7665488564399987,2.7634020050310557,2.880889278629134
95,2.6382263500700005,3.1058892464299115,2.7614137022563767
96,3.5416351143249987,3.575863802699902,3.637958073241144
97,3.2114922768200027,3.247173770586621,3.317244203352246
98,3.359797947050002,3.336390923941228,3.4046892461665195
99,2.4697381488174988,2.451226653459397,2.417079727606314
100,3.4774721834399984,3.4281767119447855,3.4491134296822494
101,3.8188091885300026,3.7442376757204303,3.7170687318203335
102,3.250123391350001,3.214494638624923,3.199767114615085
103,3.2654189458799987,2.8238233799108072,2.896723442107536
104,3.074610608300002,3.0982316431566685,3.033322544193055
105,3.953186762850002,3.878260610745955,3.78589929593403
106,3.23828607961,3.338008431242586,3.271006573549336
107,3.524399491140001,3.591203265943891,3.686257979343047
108,3.539720439155998,3.4792154797759527,3.515184078644751
109,3.71957632633,3.712236880497713,3.752276891616482
110,2.8784199006500004,2.977961157375329,2.9151802345360736
111,3.7656151496499954,3.557300737077941,3.47304378856402
112,2.2183459584800036,2.4955818085756527,2.3357580682940124
113,2.3353505968799992,2.802814884201352,2.693309354515705
114,2.169441679790001,2.6268762320599466,2.3756126469202954
115,4.186426459160001,3.8355081146774053,3.772381159831717
116,3.166174973339165,3.1529796645985266,3.18097745748117
117,3.1380532602226676,2.8826506274275667,3.056476531276516
118,3.7255820690899975,3.7919527153378336,3.927227002808067
119,3.6274722146099982,3.5898248821009355,3.6123788938023083
120,3.554409763399998,3.5579199812200155,3.588328964277153
121,3.4606127994200007,3.429736542267051,3.4544758614844966
122,3.8161345123000006,3.6990558443248824,3.743881041229841
123,3.7822468065199986,3.7283898092637617,3.7940621989203436
124,3.5444355420974984,3.5689542800231884,3.608932159580256
125,3.284325529520001,3.2168079447185236,3.0639872755434467
126,2.4846720842799987,2.506464879598215,2.606396014383698
127,2.955568727190001,2.0471254556065883,2.720900497443175
128,1.510364054109999,1.4926696139875704,1.8510642616064672
129,2.6342935842000004,2.6774397587096193,2.603292673123022
130,3.6577332988900015,3.60059483023217,3.638234447849939
131,2.8365464413100017,2.9659748232726333,3.0204505110612274
132,4.010879684169998,4.042746615828195,4.135027186435181
133,4.114021202999998,3.9718697860135297,4.086885619803255
134,3.7555719163000005,3.6779911184259593,3.546153936077765
135,3.75219007777,3.7564448388802174,3.840779877385259
136,3.4560735643000027,3.4519176666993583,3.47789287529519
137,3.5925836026500013,3.533597680482722,3.570751858602584
138,3.743178561299999,3.769147856957795,3.8862054552937906
139,3.1988047846299987,3.246725277779629,3.153387397450075
140,2.9475626205199994,3.0007411294100335,2.9311409763062315
141,2.9722577791199996,3.007688804999774,2.9330107032271258
142,3.7546907667500036,3.899906638017745,4.019050472150681
143,3.1201197792799995,3.1551480285158373,3.140102537200015
144,3.1109467537599995,3.036787223052739,3.1572026220509315
145,3.3928362344600007,3.3953914061453774,3.3745345905633073
146,3.043059130109999,3.0652089984962103,2.98818138679146
147,3.312417360030002,3.3109273918908304,3.0911120151730955
148,2.756056506249999,2.8534468861463202,2.6542603833713656
149,1.8694785311800006,2.113050554400777,2.0976981928604204
150,2.73868719537,2.768580778244017,2.8830433535827993
151,3.6987956412249936,3.679631879094507,3.642542333454088
152,2.6513966317650004,2.817605985837311,2.654355137199005
153,3.5525226453600003,3.4594583086387636,3.4951128499826254
154,3.0296194470733337,2.960488277076632,2.9753427059119346
155,3.319122105920003,3.2874754439262084,3.1531586074973177
156,2.524318804909999,2.323755678118499,2.3080361973551646
157,3.6063684925099992,3.566992651217942,3.640687881610475
158,2.9778106049499993,2.9988966777776276,2.957847616779233
159,2.669164565349999,2.5857484897214382,2.84728732826332
160,3.3490025538700006,3.07828894821403,3.2625727038116494
161,0.6632881343800002,0.9451983204178291,0.9370410832902039
162,3.6168212191699998,3.562708743042958,3.628585100143944
163,3.2898093711799987,3.2647416295017626,2.8373324977012473
164,3.0367167831200006,3.0515338550347204,3.005662120099956
165,2.6304556275499986,2.7009554932982685,2.79430428763677
166,3.133559484009999,3.0791007712696508,3.0813258712546414
167,3.286729317240003,3.26987813223983,3.261842259537879
168,2.436161899939999,2.191067026483207,2.304099808350202
169,3.6929338524699955,3.681750699710686,3.7576366994985904
170,3.5058198741,3.492825751911022,3.517976367724856
171,3.7782472868299983,3.798736022707887,3.869144970200317
172,3.02277427751,3.070936219375768,3.099846734291418
173,2.9622911673899996,3.0470748512004775,2.8622071774381865
174,3.2717301068599993,2.6836872389087394,3.0386176778859593
175,3.502925413119999,3.5899331452331116,3.5925290885475505
176,3.7030994332900007,3.660452637345188,3.4345142023220774
177,3.089293457736667,3.0223685296247487,3.0898882551226095
178,3.439073629060003,3.4934569344784947,3.545204270234521
179,2.9640230492566673,2.995351863921811,3.036328674781558
180,3.4019750336800016,3.3433583833413363,3.389156994767248
181,3.4589303345300038,3.442114159509583,3.478762166491016
182,3.407780324310001,3.4381290416394883,3.5317159061712218
183,3.3886324156749974,3.2972518412122342,3.368571970110821
184,3.396103091350002,3.362814376618222,3.2279896862935757
185,3.363097296510002,3.263889600787421,3.2311978785036573
186,3.3841822094199996,3.4669857422897543,3.450384709141936
187,3.7242991370399974,3.791152437432974,3.5070067316559346
188,3.329467304670002,3.378195941500154,3.4356583693432796
189,3.708850865419996,3.4720511766429527,3.392553082507554
190,2.6343494942400003,2.6937829329598153,2.6394134102636997
191,3.4176750899500012,3.382033682128635,3.3134117089137973
192,3.030668827825999,3.0449449034412064,3.1139490190913435
193,3.171462358090001,3.0102433026099904,3.0964126680204203
194,2.8171923473800002,2.572186102462644,2.4643570388457476
195,3.374674622369997,3.330355275189723,3.3580033230124684
196,1.88270298821,1.9173894427974738,1.6966681337323664
197,1.9610766173999994,2.1316000492132674,2.071885439823724
198,2.741148363649998,2.650716643569032,2.511638034883859
199,3.3216183634200025,3.3469608864021465,3.421321292399938
200,3.758764244629995,3.476152526282478,3.4949217480249217
201,3.3080102834899994,3.3440914504594326,3.412467213815937
202,3.102748088176668,2.915996957733584,3.105052787269976
203,3.1771054236399965,3.147781862770355,3.225482821158238
204,2.725012922809995,2.7417660197549645,2.8057980434398786
205,3.1506641687233325,3.051037103444066,3.1327037632253933
